power,stat,pokemon
98,attack,toxtricity-amped-gmax
70,defense,toxtricity-amped-gmax
114,special-attack,toxtricity-amped-gmax
70,special-defense,toxtricity-amped-gmax
75,speed,toxtricity-amped-gmax
100,hp,centiskorch-gmax
115,attack,centiskorch-gmax
65,defense,centiskorch-gmax
90,special-attack,centiskorch-gmax
90,special-defense,centiskorch-gmax
65,speed,centiskorch-gmax
57,hp,hatterene-gmax
90,attack,hatterene-gmax
95,defense,hatterene-gmax
136,special-attack,hatterene-gmax
103,special-defense,hatterene-gmax
29,speed,hatterene-gmax
95,hp,grimmsnarl-gmax
120,attack,grimmsnarl-gmax
65,defense,grimmsnarl-gmax
95,special-attack,grimmsnarl-gmax
75,special-defense,grimmsnarl-gmax
60,speed,grimmsnarl-gmax
65,hp,alcremie-gmax
60,attack,alcremie-gmax
75,defense,alcremie-gmax
110,special-attack,alcremie-gmax
121,special-defense,alcremie-gmax
64,speed,alcremie-gmax
122,hp,copperajah-gmax
130,attack,copperajah-gmax
69,defense,copperajah-gmax
80,special-attack,copperajah-gmax
69,special-defense,copperajah-gmax
30,speed,copperajah-gmax
70,hp,duraludon-gmax
95,attack,duraludon-gmax
115,defense,duraludon-gmax
120,special-attack,duraludon-gmax
50,special-defense,duraludon-gmax
85,speed,duraludon-gmax
100,hp,urshifu-single-strike-gmax
130,attack,urshifu-single-strike-gmax
100,defense,urshifu-single-strike-gmax
63,special-attack,urshifu-single-strike-gmax
60,special-defense,urshifu-single-strike-gmax
97,speed,urshifu-single-strike-gmax
100,hp,urshifu-rapid-strike-gmax
130,attack,urshifu-rapid-strike-gmax
100,defense,urshifu-rapid-strike-gmax
63,special-attack,urshifu-rapid-strike-gmax
60,special-defense,urshifu-rapid-strike-gmax
97,speed,urshifu-rapid-strike-gmax
75,hp,toxtricity-low-key-gmax
98,attack,toxtricity-low-key-gmax
70,defense,toxtricity-low-key-gmax
114,special-attack,toxtricity-low-key-gmax
70,special-defense,toxtricity-low-key-gmax
75,speed,toxtricity-low-key-gmax
60,hp,growlithe-hisui
75,attack,growlithe-hisui
45,defense,growlithe-hisui
65,special-attack,growlithe-hisui
50,special-defense,growlithe-hisui
55,speed,growlithe-hisui
95,hp,arcanine-hisui
115,attack,arcanine-hisui
80,defense,arcanine-hisui
95,special-attack,arcanine-hisui
80,special-defense,arcanine-hisui
90,speed,arcanine-hisui
40,hp,voltorb-hisui
30,attack,voltorb-hisui
50,defense,voltorb-hisui
55,special-attack,voltorb-hisui
55,special-defense,voltorb-hisui
100,speed,voltorb-hisui
60,hp,electrode-hisui
50,attack,electrode-hisui
70,defense,electrode-hisui
80,special-attack,electrode-hisui
80,special-defense,electrode-hisui
150,speed,electrode-hisui
73,hp,typhlosion-hisui
84,attack,typhlosion-hisui
78,defense,typhlosion-hisui
119,special-attack,typhlosion-hisui
85,special-defense,typhlosion-hisui
95,speed,typhlosion-hisui
65,hp,qwilfish-hisui
95,attack,qwilfish-hisui
85,defense,qwilfish-hisui
55,special-attack,qwilfish-hisui
55,special-defense,qwilfish-hisui
85,speed,qwilfish-hisui
55,hp,sneasel-hisui
95,attack,sneasel-hisui
55,defense,sneasel-hisui
35,special-attack,sneasel-hisui
75,special-defense,sneasel-hisui
115,speed,sneasel-hisui
90,hp,samurott-hisui
108,attack,samurott-hisui
80,defense,samurott-hisui
100,special-attack,samurott-hisui
65,special-defense,samurott-hisui
85,speed,samurott-hisui
70,hp,lilligant-hisui
105,attack,lilligant-hisui
75,defense,lilligant-hisui
50,special-attack,lilligant-hisui
75,special-defense,lilligant-hisui
105,speed,lilligant-hisui
35,hp,zorua-hisui
60,attack,zorua-hisui
40,defense,zorua-hisui
85,special-attack,zorua-hisui
40,special-defense,zorua-hisui
70,speed,zorua-hisui
55,hp,zoroark-hisui
100,attack,zoroark-hisui
60,defense,zoroark-hisui
125,special-attack,zoroark-hisui
60,special-defense,zoroark-hisui
110,speed,zoroark-hisui
110,hp,braviary-hisui
83,attack,braviary-hisui
70,defense,braviary-hisui
112,special-attack,braviary-hisui
70,special-defense,braviary-hisui
65,speed,braviary-hisui
58,hp,sliggoo-hisui
75,attack,sliggoo-hisui
83,defense,sliggoo-hisui
83,special-attack,sliggoo-hisui
113,special-defense,sliggoo-hisui
40,speed,sliggoo-hisui
80,hp,goodra-hisui
100,attack,goodra-hisui
100,defense,goodra-hisui
110,special-attack,goodra-hisui
150,special-defense,goodra-hisui
60,speed,goodra-hisui
95,hp,avalugg-hisui
127,attack,avalugg-hisui
184,defense,avalugg-hisui
34,special-attack,avalugg-hisui
36,special-defense,avalugg-hisui
38,speed,avalugg-hisui
88,hp,decidueye-hisui
112,attack,decidueye-hisui
80,defense,decidueye-hisui
95,special-attack,decidueye-hisui
95,special-defense,decidueye-hisui
60,speed,decidueye-hisui
100,hp,dialga-origin
100,attack,dialga-origin
120,defense,dialga-origin
150,special-attack,dialga-origin
120,special-defense,dialga-origin
90,speed,dialga-origin
90,hp,palkia-origin
100,attack,palkia-origin
100,defense,palkia-origin
150,special-attack,palkia-origin
120,special-defense,palkia-origin
120,speed,palkia-origin
70,hp,basculin-white-striped
92,attack,basculin-white-striped
65,defense,basculin-white-striped
80,special-attack,basculin-white-striped
55,special-defense,basculin-white-striped
98,speed,basculin-white-striped
120,hp,basculegion-female
92,attack,basculegion-female
65,defense,basculegion-female
100,special-attack,basculegion-female
75,special-defense,basculegion-female
78,speed,basculegion-female
74,hp,enamorus-therian
115,attack,enamorus-therian
110,defense,enamorus-therian
135,special-attack,enamorus-therian
100,special-defense,enamorus-therian
46,speed,enamorus-therian
75,hp,tauros-paldea-combat-breed
110,attack,tauros-paldea-combat-breed
105,defense,tauros-paldea-combat-breed
30,special-attack,tauros-paldea-combat-breed
70,special-defense,tauros-paldea-combat-breed
100,speed,tauros-paldea-combat-breed
75,hp,tauros-paldea-blaze-breed
110,attack,tauros-paldea-blaze-breed
105,defense,tauros-paldea-blaze-breed
30,special-attack,tauros-paldea-blaze-breed
70,special-defense,tauros-paldea-blaze-breed
100,speed,tauros-paldea-blaze-breed
75,hp,tauros-paldea-aqua-breed
110,attack,tauros-paldea-aqua-breed
105,defense,tauros-paldea-aqua-breed
30,special-attack,tauros-paldea-aqua-breed
70,special-defense,tauros-paldea-aqua-breed
100,speed,tauros-paldea-aqua-breed
55,hp,wooper-paldea
45,attack,wooper-paldea
45,defense,wooper-paldea
25,special-attack,wooper-paldea
25,special-defense,wooper-paldea
15,speed,wooper-paldea
115,hp,oinkologne-female
90,attack,oinkologne-female
70,defense,oinkologne-female
59,special-attack,oinkologne-female
90,special-defense,oinkologne-female
65,speed,oinkologne-female
125,hp,dudunsparce-three-segment
100,attack,dudunsparce-three-segment
80,defense,dudunsparce-three-segment
85,special-attack,dudunsparce-three-segment
75,special-defense,dudunsparce-three-segment
55,speed,dudunsparce-three-segment
100,hp,palafin-hero
160,attack,palafin-hero
97,defense,palafin-hero
106,special-attack,palafin-hero
87,special-defense,palafin-hero
100,speed,palafin-hero
74,hp,maushold-family-of-three
75,attack,maushold-family-of-three
70,defense,maushold-family-of-three
65,special-attack,maushold-family-of-three
75,special-defense,maushold-family-of-three
111,speed,maushold-family-of-three
68,hp,tatsugiri-droopy
50,attack,tatsugiri-droopy
60,defense,tatsugiri-droopy
120,special-attack,tatsugiri-droopy
95,special-defense,tatsugiri-droopy
82,speed,tatsugiri-droopy
68,hp,tatsugiri-stretchy
50,attack,tatsugiri-stretchy
60,defense,tatsugiri-stretchy
120,special-attack,tatsugiri-stretchy
95,special-defense,tatsugiri-stretchy
82,speed,tatsugiri-stretchy
82,hp,squawkabilly-blue-plumage
96,attack,squawkabilly-blue-plumage
51,defense,squawkabilly-blue-plumage
45,special-attack,squawkabilly-blue-plumage
51,special-defense,squawkabilly-blue-plumage
92,speed,squawkabilly-blue-plumage
82,hp,squawkabilly-yellow-plumage
96,attack,squawkabilly-yellow-plumage
51,defense,squawkabilly-yellow-plumage
45,special-attack,squawkabilly-yellow-plumage
51,special-defense,squawkabilly-yellow-plumage
92,speed,squawkabilly-yellow-plumage
82,hp,squawkabilly-white-plumage
96,attack,squawkabilly-white-plumage
51,defense,squawkabilly-white-plumage
45,special-attack,squawkabilly-white-plumage
51,special-defense,squawkabilly-white-plumage
92,speed,squawkabilly-white-plumage
45,hp,gimmighoul-roaming
30,attack,gimmighoul-roaming
25,defense,gimmighoul-roaming
75,special-attack,gimmighoul-roaming
45,special-defense,gimmighoul-roaming
80,speed,gimmighoul-roaming
100,hp,koraidon-limited-build
135,attack,koraidon-limited-build
115,defense,koraidon-limited-build
85,special-attack,koraidon-limited-build
100,special-defense,koraidon-limited-build
135,speed,koraidon-limited-build
100,hp,koraidon-sprinting-build
135,attack,koraidon-sprinting-build
115,defense,koraidon-sprinting-build
85,special-attack,koraidon-sprinting-build
100,special-defense,koraidon-sprinting-build
135,speed,koraidon-sprinting-build
100,hp,koraidon-swimming-build
135,attack,koraidon-swimming-build
115,defense,koraidon-swimming-build
85,special-attack,koraidon-swimming-build
100,special-defense,koraidon-swimming-build
135,speed,koraidon-swimming-build
100,hp,koraidon-gliding-build
135,attack,koraidon-gliding-build
115,defense,koraidon-gliding-build
85,special-attack,koraidon-gliding-build
100,special-defense,koraidon-gliding-build
135,speed,koraidon-gliding-build
100,hp,miraidon-low-power-mode
85,attack,miraidon-low-power-mode
100,defense,miraidon-low-power-mode
135,special-attack,miraidon-low-power-mode
115,special-defense,miraidon-low-power-mode
135,speed,miraidon-low-power-mode
100,hp,miraidon-drive-mode
85,attack,miraidon-drive-mode
100,defense,miraidon-drive-mode
135,special-attack,miraidon-drive-mode
115,special-defense,miraidon-drive-mode
135,speed,miraidon-drive-mode
100,hp,miraidon-aquatic-mode
85,attack,miraidon-aquatic-mode
100,defense,miraidon-aquatic-mode
135,special-attack,miraidon-aquatic-mode
115,special-defense,miraidon-aquatic-mode
135,speed,miraidon-aquatic-mode
100,hp,miraidon-glide-mode
85,attack,miraidon-glide-mode
100,defense,miraidon-glide-mode
135,special-attack,miraidon-glide-mode
115,special-defense,miraidon-glide-mode
135,speed,miraidon-glide-mode
113,hp,ursaluna-bloodmoon
70,attack,ursaluna-bloodmoon
120,defense,ursaluna-bloodmoon
135,special-attack,ursaluna-bloodmoon
65,special-defense,ursaluna-bloodmoon
52,speed,ursaluna-bloodmoon
80,hp,ogerpon-wellspring-mask
120,attack,ogerpon-wellspring-mask
84,defense,ogerpon-wellspring-mask
60,special-attack,ogerpon-wellspring-mask
96,special-defense,ogerpon-wellspring-mask
110,speed,ogerpon-wellspring-mask
80,hp,ogerpon-hearthflame-mask
120,attack,ogerpon-hearthflame-mask
84,defense,ogerpon-hearthflame-mask
60,special-attack,ogerpon-hearthflame-mask
96,special-defense,ogerpon-hearthflame-mask
110,speed,ogerpon-hearthflame-mask
80,hp,ogerpon-cornerstone-mask
120,attack,ogerpon-cornerstone-mask
84,defense,ogerpon-cornerstone-mask
60,special-attack,ogerpon-cornerstone-mask
96,special-defense,ogerpon-cornerstone-mask
110,speed,ogerpon-cornerstone-mask
95,hp,terapagos-terastal
95,attack,terapagos-terastal
110,defense,terapagos-terastal
105,special-attack,terapagos-terastal
110,special-defense,terapagos-terastal
85,speed,terapagos-terastal
160,hp,terapagos-stellar
105,attack,terapagos-stellar
110,defense,terapagos-stellar
130,special-attack,terapagos-stellar
110,special-defense,terapagos-stellar
85,speed,terapagos-stellar
